drug_id,inchikey,inchikey_block,match_type,source_file,source_id,enzyme,endpoint,value,stereo_note
chlorzoxazone,TZFWDZFKRBELIQ-UHFFFAOYSA-N,TZFWDZFKRBELIQ,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0498126,CYP2C9,screen_log2fc,-0.1354640612,
chlorzoxazone,TZFWDZFKRBELIQ-UHFFFAOYSA-N,TZFWDZFKRBELIQ,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0498126,CYP2D6,screen_log2fc,0.4316316258,
chlorzoxazone,TZFWDZFKRBELIQ-UHFFFAOYSA-N,TZFWDZFKRBELIQ,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-0498126,CYP3A4,screen_log2fc,-0.5415213947,
cilostazol,RRGUKTPIGVIEKM-UHFFFAOYSA-N,RRGUKTPIGVIEKM,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2328339,CYP2C9,pIC50_TDI_condition,4.213276,
cilostazol,RRGUKTPIGVIEKM-UHFFFAOYSA-N,RRGUKTPIGVIEKM,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-2328339,CYP2C9,pIC50_direct,4.37345684,
cilostazol,RRGUKTPIGVIEKM-UHFFFAOYSA-N,RRGUKTPIGVIEKM,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328339,CYP1A2,screen_log2fc,-0.06886564923,
cilostazol,RRGUKTPIGVIEKM-UHFFFAOYSA-N,RRGUKTPIGVIEKM,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328339,CYP2C9,screen_log2fc,-0.561973376,
cilostazol,RRGUKTPIGVIEKM-UHFFFAOYSA-N,RRGUKTPIGVIEKM,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328339,CYP2D6,screen_log2fc,0.5660385336,
cilostazol,RRGUKTPIGVIEKM-UHFFFAOYSA-N,RRGUKTPIGVIEKM,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328339,CYP3A4,screen_log2fc,-2.297988636,
cinacalcet,VDHAWDNDOKGFTD-MRXNPFEDSA-N,VDHAWDNDOKGFTD,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2328559,CYP1A2,pIC50_TDI_condition,4.902281805,
cinacalcet,VDHAWDNDOKGFTD-MRXNPFEDSA-N,VDHAWDNDOKGFTD,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2328559,CYP2D6,is_TDI,0.0,
cinacalcet,VDHAWDNDOKGFTD-MRXNPFEDSA-N,VDHAWDNDOKGFTD,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2328559,CYP2D6,pIC50_TDI_condition,7.27928223,
cinacalcet,VDHAWDNDOKGFTD-MRXNPFEDSA-N,VDHAWDNDOKGFTD,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-2328559,CYP1A2,pIC50_direct,4.853442213,
cinacalcet,VDHAWDNDOKGFTD-MRXNPFEDSA-N,VDHAWDNDOKGFTD,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-2328559,CYP2D6,pIC50_direct,7.242264825,
cinacalcet,VDHAWDNDOKGFTD-MRXNPFEDSA-N,VDHAWDNDOKGFTD,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328559,CYP1A2,screen_log2fc,-1.438740056,
cinacalcet,VDHAWDNDOKGFTD-MRXNPFEDSA-N,VDHAWDNDOKGFTD,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328559,CYP2C9,screen_log2fc,-1.074258781,
cinacalcet,VDHAWDNDOKGFTD-MRXNPFEDSA-N,VDHAWDNDOKGFTD,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328559,CYP2D6,screen_log2fc,-3.251199896,
cinacalcet,VDHAWDNDOKGFTD-MRXNPFEDSA-N,VDHAWDNDOKGFTD,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328559,CYP3A4,screen_log2fc,-2.977703756,
cisapride,DCSUBABJRXZOMT-RBBKRZOGSA-N,DCSUBABJRXZOMT,connectivity,cyp-challenge-TRAIN_TDI.csv,OCNT-0494076,CYP3A4,is_TDI,0.0,the published structure states a different arrangement at the same centres
cisapride,DCSUBABJRXZOMT-RBBKRZOGSA-N,DCSUBABJRXZOMT,connectivity,cyp-challenge-TRAIN_TDI.csv,OCNT-0494076,CYP3A4,pIC50_TDI_condition,6.227850702,the published structure states a different arrangement at the same centres
cisapride,DCSUBABJRXZOMT-RBBKRZOGSA-N,DCSUBABJRXZOMT,connectivity,inhibition.tsv,OCNT-0494076-AA-001,CYP3A4,pIC50_direct,6.0888371075,the published structure states a different arrangement at the same centres
clioquinol,QCDFBFJGMNKBDO-UHFFFAOYSA-N,QCDFBFJGMNKBDO,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2328789,CYP1A2,pIC50_TDI_condition,6.623788657,
clioquinol,QCDFBFJGMNKBDO-UHFFFAOYSA-N,QCDFBFJGMNKBDO,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2328789,CYP3A4,is_TDI,0.0,
clioquinol,QCDFBFJGMNKBDO-UHFFFAOYSA-N,QCDFBFJGMNKBDO,full,cyp-challenge-TRAIN_TDI.csv,OCNT-2328789,CYP3A4,pIC50_TDI_condition,3.26864956,
clioquinol,QCDFBFJGMNKBDO-UHFFFAOYSA-N,QCDFBFJGMNKBDO,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-2328789,CYP1A2,pIC50_direct,6.62409317,
clioquinol,QCDFBFJGMNKBDO-UHFFFAOYSA-N,QCDFBFJGMNKBDO,full,cyp-challenge-TRAIN_inhibition.csv,OCNT-2328789,CYP3A4,pIC50_direct,2.28847508,
clioquinol,QCDFBFJGMNKBDO-UHFFFAOYSA-N,QCDFBFJGMNKBDO,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328789,CYP1A2,screen_log2fc,-1.95440108,
clioquinol,QCDFBFJGMNKBDO-UHFFFAOYSA-N,QCDFBFJGMNKBDO,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328789,CYP2C9,screen_log2fc,-0.3961482991,
clioquinol,QCDFBFJGMNKBDO-UHFFFAOYSA-N,QCDFBFJGMNKBDO,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328789,CYP2D6,screen_log2fc,0.312271056,
clioquinol,QCDFBFJGMNKBDO-UHFFFAOYSA-N,QCDFBFJGMNKBDO,full,cyp-challenge-single-concentration-TRAIN.csv,OCNT-2328789,CYP3A4,screen_log2fc,-0.4634433297,
clioquinol,QCDFBFJGMNKBDO-UHFFFAOYSA-N,QCDFBFJGMNKBDO,full,pxr-challenge_TRAIN.csv,OADMET-0003759,PXR,pEC50_PXR,1.76,
clioquinol,QCDFBFJGMNKBDO-UHFFFAOYSA-N,QCDFBFJGMNKBDO,full,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003759,PXR,pEC50_PXR_counter,1.81,
clopidogrel,GKTWGGQPFAXNFI-UHFFFAOYSA-N,GKTWGGQPFAXNFI,connectivity,cyp-challenge-TRAIN_TDI.csv,OCNT-0498178,CYP3A4,is_TDI,0.0,the published structure states less stereochemistry than the drug has
clopidogrel,GKTWGGQPFAXNFI-UHFFFAOYSA-N,GKTWGGQPFAXNFI,connectivity,cyp-challenge-TRAIN_TDI.csv,OCNT-0498178,CYP3A4,pIC50_TDI_condition,4.902324225,the published structure states less stereochemistry than the drug has
clopidogrel,GKTWGGQPFAXNFI-UHFFFAOYSA-N,GKTWGGQPFAXNFI,connectivity,inhibition.tsv,OCNT-0498178-AA-001,CYP3A4,pIC50_direct,5.1154282025,the published structure states less stereochemistry than the drug has
clopidogrel,GKTWGGQPFAXNFI-HNNXBMFYSA-N,GKTWGGQPFAXNFI,full,pxr-challenge_TRAIN.csv,OADMET-0003714,PXR,pEC50_PXR,4.54,
clopidogrel,GKTWGGQPFAXNFI-HNNXBMFYSA-N,GKTWGGQPFAXNFI,full,pxr-challenge_counter-assay_TRAIN.csv,OADMET-0003714,PXR,pEC50_PXR_counter,2.26,
